revenue,profit,balance,transactions,loan_amount,credit_utilization,profit_ratio,transaction_ratio,risk_score,default
868090,170184,83395,96,252077,0.2903808471692484,0.19604396313289735,0.00011058748449183323,0,0
414289,151231,32769,204,270030,0.6517898090709406,0.3650365685872215,0.0004924086992203529,1,0
517578,184884,423058,235,257725,0.4979433091373491,0.3572092376236285,0.0004540369682695782,0,0
317579,21144,121239,112,292559,0.921213552490711,0.06657849990553562,0.00035266704452421437,1,0
862021,187941,289069,104,239681,0.27804510789747827,0.2180234379168977,0.00012064657282528753,0,0
355984,101027,76778,199,182220,0.5118755003722067,0.2837956655477057,0.0005590123179347444,1,0
534429,173004,446555,32,57364,0.10733678872817769,0.3237168572123571,5.987687816926445e-05,1,0
456486,38074,420147,271,68183,0.1493646040303448,0.08340653731650627,0.000593664222639418,0,0
302973,74600,410997,293,97364,0.3213609088568656,0.24622574874411665,0.0009670796834051767,0,0
140181,66737,414966,74,169913,1.2120885705725415,0.4760739609935655,0.0005278851778402363,1,1
773986,197199,428660,149,260657,0.33677180624480774,0.25478334907433847,0.0001925096933152624,0,0
815121,128997,339504,100,293899,0.36055829679483564,0.15825483792610187,0.0001226810219819855,0,0
745527,140820,244286,71,155737,0.20889490401433614,0.188886265841122,9.523451835477675e-05,0,0
327576,65599,361516,253,158682,0.48441129871755345,0.20025520717266473,0.0007723374962222623,0,0
589177,27580,245760,70,229040,0.3887449972673793,0.04681098072229445,0.00011880959574186409,0,0
335984,-31590,343984,139,64717,0.19261871809753411,-0.09402205455600697,0.0004137089453398217,1,1
303247,79654,385600,134,69825,0.23025708331134911,0.26266949823246977,0.0004418825515749486,0,0
338945,-35310,178208,52,55046,0.1624034506971612,-0.10417588642438619,0.0001534167684527919,1,1
716299,42485,126728,151,286973,0.40063241658522963,0.05931174089068826,0.00021080552840988412,0,0
173579,198744,204048,211,261510,1.5065675769097822,1.1449706187348774,0.0012155778315474132,1,1
410948,96715,469226,219,143459,0.34909197978337947,0.23534550516000768,0.0005329128431995211,0,0
740981,100446,138227,197,177879,0.24005846295861438,0.13555794877608363,0.00026586340828792064,0,0
594275,96774,236078,145,206884,0.3481278059352893,0.16284352724996468,0.00024399437298494302,0,0
481818,147814,255352,169,122854,0.2549795670158296,0.3067832526322125,0.00035075412136092597,0,0
539846,176721,453806,50,115079,0.21316965732883578,0.32735386137183314,9.261883459572804e-05,0,0
503088,74029,463208,265,223403,0.44406258137228205,0.14714891400925084,0.0005267457646658941,0,0
822783,-46614,453311,51,183062,0.2224909575295582,-0.0566539942439328,6.19846764156814e-05,1,1
430627,84348,354333,251,88672,0.2059132244071449,0.1958720752017983,0.0005828696694130433,0,0
531649,70359,478917,110,148783,0.2798514060001881,0.13234082573121414,0.00020690303771278096,0,0
669890,167813,160218,101,52234,0.07797387933260784,0.25050791845240494,0.0001507707970401155,0,0
757784,-49900,377140,136,225265,0.29726769466273417,-0.06584981228184775,0.0001794704302671602,1,1
217893,79229,375556,71,283994,1.303358513772752,0.36361258226477094,0.0003258465125244385,1,0
573741,96130,27802,247,160483,0.2797128325972301,0.16754917715628279,0.00043050709203788464,0,0
175694,32514,196093,95,271391,1.5446711630951364,0.18505933578075642,0.0005407097526964342,1,1
908810,37829,28720,245,151744,0.1669698100045004,0.04162471625013341,0.00026958300460711856,0,0
587116,83098,242333,151,63098,0.10747091295261421,0.14153567346883159,0.0002571889418974412,0,0
234089,-18031,445052,125,148710,0.6352684864795591,-0.07702593019778718,0.0005339826562433252,2,1
678637,33674,477584,27,196654,0.2897774660422788,0.04961997412464377,3.9785570510345725e-05,1,0
775609,115581,70572,261,203985,0.26299944559765864,0.14901948144041463,0.0003365093281417207,0,0
139982,96706,479470,113,150892,1.0779308916082668,0.6908410306965845,0.0008072408792496232,1,1
377503,181254,84825,20,281554,0.7458305077562092,0.4801379588030855,5.297957107739256e-05,2,0
921243,139631,205133,198,144875,0.15726018296998406,0.15156787995362792,0.00021492677292877892,0,0
334165,196655,449963,98,93243,0.2790319781186596,0.5884949396407774,0.0002932674179898613,0,0
108570,31456,203892,173,149632,1.3781949139272918,0.2897274594504978,0.0015934273424763519,1,1
849939,175181,91483,239,272722,0.32087206155728637,0.20610984304774455,0.00028119631974021694,0,0
578073,162003,498933,151,65191,0.11277275919691943,0.2802461276583967,0.00026121223234395596,0,0
591565,50745,369690,144,287269,0.48560769212564614,0.08578079199954021,0.0002434216976634898,0,0
529716,196927,202936,109,150718,0.28452551079161137,0.37175888257314754,0.00020577025090756009,0,0
284291,153159,319907,81,222803,0.7837118174271523,0.538738339453801,0.0002849183234139547,1,0
792138,121228,85062,43,141949,0.17919708536001888,0.15303879748377494,5.4283402281670264e-05,1,0
794180,168018,288330,273,252901,0.3184425212892275,0.21156134432830803,0.00034375035413841427,0,0
151110,93990,161166,76,138559,0.9169352330406125,0.6219931044066944,0.0005029415462805487,1,1
471187,-858,25376,241,217218,0.4610007046019848,-0.001820929225701843,0.0005114731274990025,1,1
304005,119175,361115,111,288303,0.9483464142155089,0.39201528917192424,0.00036512437254527873,1,0
207751,10249,317609,169,97117,0.46746601717432323,0.04933285840810197,0.0008134699064268937,0,0
694274,56014,376302,263,291544,0.4199258219005437,0.08067984588239531,0.00037881243023297687,0,0
509683,190420,151554,67,107675,0.2112583483099332,0.3736040370111677,0.000131453998948368,0,0
854072,82544,252624,80,246695,0.28884533289308995,0.09664747626959289,9.366880816979346e-05,0,0
462239,165217,445077,60,254226,0.5499870197300104,0.35742687781239185,0.00012980269989615784,1,0
125370,-2486,96315,44,156975,1.2520838152363785,-0.019829147091432627,0.0003509583556005775,3,1
458529,163421,438274,118,76421,0.16666521274507665,0.3564019802412056,0.0002573441214315312,0,0
165976,154557,299860,68,169589,1.021762051368563,0.9311952860938564,0.00040969531923097777,1,1
383338,99661,378314,183,248231,0.6475495579630562,0.2599813741883816,0.00047738424736329984,1,0
201264,-1486,401355,243,196441,0.9760316001291829,-0.007383300623556009,0.0012073634263284725,2,1
706763,52492,117872,103,243827,0.34499068996157134,0.07427090230968188,0.00014573464409619054,0,0
794415,16724,380220,190,85645,0.10780875511067249,0.021051942559062255,0.0002391694024289541,0,0
855430,23466,318448,248,179012,0.20926527095697958,0.02743178584830337,0.00028991233658822276,0,0
908834,161818,380614,112,62176,0.06841285821958881,0.17804992105277637,0.00012323469056539415,0,0
521000,154222,67406,53,235508,0.4520298425530853,0.2960109481555698,0.00010172725196304805,0,0
377928,105751,129493,48,299126,0.7914872899407032,0.2798171085045075,0.00012700798298093027,2,0
283854,3506,165176,122,257076,0.9056595797149953,0.012351376583114618,0.00042979690334854064,1,0
446960,151981,94619,93,222662,0.4981687440291211,0.3400319043495965,0.00020807184519454718,0,0
300797,174631,195469,273,217717,0.7237980305720118,0.5805590462702545,0.0009075858217142401,1,0
864418,114675,359518,283,80752,0.09341765972288901,0.13266135982665814,0.0003273875285018029,0,0
106583,127067,228459,247,163663,1.5355306612624784,1.192177062223223,0.002317421001275989,1,1
325016,23639,270092,107,141019,0.433881920022645,0.07273158019426676,0.00032921354882975353,0,0
728609,21514,291137,63,112769,0.15477278653875187,0.02952745638956369,8.646601062296702e-05,0,0
971655,15394,297838,273,291850,0.300363503132796,0.015843055566990786,0.0002809636332199873,0,0
420097,36087,316626,110,70066,0.16678489304876482,0.08590138491494842,0.00026184366504958365,0,0
334762,112595,231378,170,252168,0.7532732111971753,0.3363424273291851,0.0005078219516493758,1,0
820462,141806,482930,36,249736,0.30438423183007646,0.17283655691969046,4.387766419692296e-05,1,0
988399,13647,28374,289,197326,0.19964184540671792,0.01380716309186564,0.000292391744233104,0,0
412893,21212,250818,89,100840,0.24422733195444835,0.051373960386927396,0.000215551691233101,0,0
687107,-40152,266711,231,54329,0.07906908375393679,-0.058436228365846415,0.0003361916903892838,1,1
676525,154045,394519,25,144524,0.21362667510191774,0.22770004404856575,3.6953494765907e-05,1,0
376417,109202,302874,238,190333,0.5056426632095171,0.29010833700832583,0.0006322758210287499,1,0
844404,-38380,64908,44,226575,0.2683250336035433,-0.04545212309259183,5.2107697135853054e-05,2,1
954686,149321,365022,70,76680,0.08031951833428129,0.15640833068848742,7.33224606598812e-05,0,0
481675,136183,198276,252,225396,0.4679411056394755,0.28272739351763426,0.0005231732533902457,0,0
678333,42242,205254,131,269231,0.396900347026686,0.06227315747109831,0.0001931202033216675,0,0
927156,-38194,385388,108,58467,0.06306051725867355,-0.04119474910937414,0.0001164851260358278,1,1
530349,-42120,419451,263,96747,0.1824210427076459,-0.07941925143772981,0.0004958989346657868,1,1
254925,10269,197373,289,257388,1.0096577045887827,0.040282277994398374,0.001133662317692193,1,0
557069,-20513,131124,75,66393,0.1191825084818784,-0.03682302044626348,0.00013463299046798428,1,1
650040,2374,499927,202,248608,0.3824497224021254,0.003652077330506845,0.00031074962963874585,0,0
476603,148184,135378,97,161118,0.33805423370345195,0.310916400198068,0.00020352326040066807,0,0
832808,-7663,186215,187,100984,0.12125709496415145,-0.009201389514282387,0.00022454128137424067,1,1
723629,195871,159282,74,286501,0.3959219490623661,0.27067838536268535,0.00010226220582341805,0,0
893197,73966,320093,177,247705,0.27732372889325774,0.08281030633745261,0.00019816434877821044,0,0
184300,27212,360660,61,232590,1.2620116005881683,0.14764976858508636,0.00033098029853337747,1,1
403406,65303,302701,45,78322,0.1941513161645683,0.16187869818818215,0.00011154987394864244,1,0
315430,178116,398834,151,191164,0.6060406237814292,0.56467500023777,0.00047871008239519893,1,0
225293,186991,25320,106,273537,1.214133532184612,0.8299865952932612,0.000470496329240903,1,0
512319,-6544,497594,76,266163,0.5195249063085572,-0.012773266708307309,0.00014834478450968146,2,1
301569,175001,403614,242,188870,0.6262890871107869,0.5802997645654409,0.0008024670889014159,1,0
426672,88857,226762,139,154357,0.36176884874365145,0.2082555024573854,0.0003257764142563509,0,0
383139,176917,66168,115,160330,0.41846322493083465,0.4617554940752727,0.0003001513806963512,0,0
642458,195321,463163,218,193978,0.3019305512102718,0.3040209569793559,0.00033932126408066506,0,0
948096,71102,490517,245,185135,0.19527010421929403,0.07499443622329782,0.00025841237763646547,0,0
376465,85577,322411,176,138684,0.36838386467835077,0.22731667667199695,0.00046750569772569103,0,0
676135,87638,265960,196,219031,0.3239451826259806,0.12961593525562903,0.0002898825088443745,0,0
116040,191859,249346,126,106079,0.9141510328246051,1.6533725148869796,0.0010858231142441034,1,1
749306,-44117,248883,179,185409,0.24744063514687573,-0.058877069078495194,0.0002388873986229943,1,1
312544,-4200,57480,212,264722,0.8469884336655522,-0.013438064918651713,0.000678302324465277,2,1
446139,1407,49730,95,148630,0.3331465459272874,0.0031537185636795625,0.00021293764289236563,0,0
708139,160310,249288,152,106401,0.15025418702516452,0.2263817889117971,0.0002146468212500353,0,0
199931,-8398,474425,75,201415,1.0074175219574655,-0.04200428145569494,0.000375127543364744,2,1
936778,-42811,461199,49,177496,0.189474785408298,-0.045700213177280874,5.230689415539844e-05,2,1
189077,-45839,345083,234,222066,1.1744676800050773,-0.2424343392673923,0.001237584488941072,2,1
650768,408,351606,72,293006,0.45024578613916766,0.0006269505769328287,0.0001106383371057933,0,0
693904,77351,117292,93,114085,0.16441011377638148,0.11147203147404904,0.00013402410992859252,0,0
806001,-5176,268844,288,169271,0.21001312651829648,-0.006421820293249893,0.0003573192126074129,1,1
107787,177215,42357,244,200805,1.8629624819089323,1.6441069506809662,0.0022637028240620476,1,1
814895,74611,80444,232,217725,0.26718133356894624,0.09155892285641358,0.00028469890636351143,0,0
613942,157755,274965,172,137783,0.22442311419789784,0.25695382144596485,0.00028015630115499324,0,0
911838,89966,475060,153,223287,0.24487546595396775,0.09866434754380982,0.00016779277920773295,0,0
453565,-20345,291488,222,124142,0.2737021734433357,-0.04485565496531927,0.0004894546769378657,1,1
803509,150886,472206,23,53277,0.06630533534119053,0.18778359945738074,2.8624410399372752e-05,1,0
199716,117936,404731,80,146404,0.7330572760456046,0.5905155795450563,0.0004005668020248652,1,1
208477,92461,281502,141,214770,1.0301806425618052,0.4435048302458773,0.0006763303562006543,1,0
164436,80432,358694,255,122248,0.7434336554425099,0.4891356568168964,0.0015507458783607095,1,1
213421,71467,161843,70,218786,1.0251333039705373,0.3348623853211009,0.0003279886797049976,1,0
897452,28669,212372,239,146099,0.1627929262033778,0.031944848365318294,0.0002663092106216147,0,0
284238,-28512,340750,294,105435,0.37093783752405546,-0.10030995042904035,0.0010343408188179665,1,1
695037,111043,121271,144,96348,0.13862263646016476,0.15976536534693067,0.00020718291661750868,0,0
413023,127894,409898,109,165995,0.4019015844115596,0.30965270783295884,0.00026390718214922134,0,0
262030,159567,304162,132,267132,1.0194671622823255,0.6089622983540115,0.0005037571890348852,1,0
528626,85884,318357,52,66760,0.12628942524691322,0.16246616234131062,9.836803644157411e-05,0,0
634351,56490,454203,176,158349,0.2496232375715691,0.08905150452745479,0.0002774484828612505,0,0
299698,184717,462466,279,71573,0.23881627899992994,0.6163417295353004,0.0009309340371506078,0,0
837369,-25891,274322,215,173754,0.2074996715908141,-0.030919426299007607,0.00025675627261545074,1,1
928908,71134,486553,272,216392,0.23295285114042388,0.07657800710295626,0.00029281662681705095,0,0
821407,56436,77205,210,167330,0.20371118859324477,0.0687064162998169,0.0002556585764930461,0,0
970196,165665,65182,183,144829,0.14927793015232987,0.17075398089254037,0.00018862148615178155,0,0
872557,-32494,157778,270,268029,0.30717614187251735,-0.03723993132834723,0.00030943501750026935,1,1
338373,140484,332077,94,121824,0.360027661699776,0.4151737426634434,0.00027779912168192594,0,0
158144,37894,442177,182,252756,1.59825476619558,0.23961554269815674,0.0011508425811755036,1,1
568350,1762,373514,121,186467,0.32808422963978245,0.0031001968853754105,0.0002128966079060299,0,0
839612,69902,251278,264,192586,0.2293747238310984,0.0832550234453254,0.00031443057694437794,0,0
932712,-31485,204288,179,164409,0.17626965636803604,-0.03375636449797526,0.00019191326806852697,1,1
644644,104776,330814,115,151483,0.23498669810515865,0.16253286692675814,0.00017839275880523388,0,0
291104,172248,224936,163,115657,0.39730337850603736,0.5917040243211212,0.0005599354184916095,0,0
776557,108732,369553,229,225208,0.29000795819500924,0.14001787374542532,0.0002948910448414671,0,0
619649,124554,84382,178,227351,0.3669022835471637,0.2010070200919874,0.00028725893649640926,0,0
608256,55937,231237,114,66065,0.10861362877862482,0.09196277231499185,0.0001874207777304659,0,0
271855,128206,278392,43,212277,0.7808435348125479,0.47159525631216526,0.00015817197339768112,2,0
304772,-1899,414649,198,273643,0.8978584060924032,-0.006230866907501649,0.0006496638481755274,2,1
746854,10516,69064,198,253038,0.33880472113060767,0.01408037704775358,0.00026511170173594605,0,0
802060,-26279,481107,281,150596,0.18776128000239384,-0.032764340866841796,0.00035034741746575385,1,1
119123,86782,410192,73,154409,1.296203955542124,0.7285013935059266,0.0006128068231422719,1,1
885166,60668,72308,173,106378,0.12017845220167493,0.06853847917963503,0.00019544334571894344,0,0
673821,52786,298879,67,188334,0.27950111453766724,0.07833819614082058,9.943278788760236e-05,0,0
475228,-41298,450341,286,83005,0.17466316239118404,-0.08690126233878824,0.0006018151249187234,1,1
840966,-9070,173322,181,190371,0.22637154608920446,-0.01078520322438336,0.00021522842156707694,1,1
169860,167223,366725,273,286440,1.6863199910515068,0.9844696545999376,0.001607196472409794,1,1
351469,115316,278705,44,210908,0.600073975019205,0.3280962813326884,0.00012518849403932056,2,0
297402,-46204,180644,205,119805,0.4028372276002596,-0.1553582176373473,0.0006893003769296208,1,1
302925,45726,92154,103,238532,0.7874266322468193,0.15094775621769013,0.00034001703386305566,1,0
747700,15870,65260,278,198908,0.2660261254164432,0.0212250618897126,0.0003718063771480846,0,0
316030,18230,129637,297,120005,0.37972540668478727,0.057684214523258795,0.0009397812239938487,0,0
167068,157207,434982,30,242020,1.4486230240200157,0.9409704972197116,0.00017956652640525772,2,1
393086,90894,473733,207,233195,0.5932401732949704,0.2312312541498447,0.000526600981462119,1,0
384687,88437,148689,286,105995,0.2755349789959656,0.22989279624006986,0.0007434596348209458,0,0
290812,-23502,44545,186,125446,0.43136310962714874,-0.08081481914494881,0.0006395862633376087,1,1
471554,111079,439066,85,118069,0.25038224597342834,0.23555894858500068,0.00018025468927272535,0,0
976641,-27509,360917,142,232810,0.23837803412099828,-0.028166922987133462,0.00014539616358911453,1,1
544543,167475,43587,251,107555,0.1975138831756479,0.3075509049773756,0.00046093612270082856,0,0
157710,21796,461943,269,238197,1.5103385306034456,0.13820215457387247,0.0017056514764347446,1,1
516844,62269,469615,216,78902,0.15266085576913774,0.1204790604533274,0.0004179202662306881,0,0
207793,-31518,226539,252,267966,1.2895752524134478,-0.15167906676804913,0.0012127395401214664,2,1
259662,33362,134716,122,231909,0.8931153071481112,0.12848191694619565,0.0004698397538347782,1,0
936662,178405,273626,177,87633,0.09355872923345963,0.19046871713732688,0.00018896871126541776,0,0
577930,169157,202719,239,247031,0.427440299966605,0.292694110542608,0.00041354417741910367,0,0
116527,108972,271113,153,53505,0.45916003020733215,0.9351572154332006,0.0013129891528216395,0,1
159562,138129,274720,33,136249,0.853888432782036,0.8656706128613776,0.00020681486309482775,2,1
802741,180364,362839,127,285000,0.35503312396760106,0.2246848925308505,0.00015820774296100118,0,0
427987,138037,96781,46,146299,0.3418296774675926,0.32252539790835255,0.00010747964896212043,1,0
413479,-17890,394279,253,152110,0.3678775273290123,-0.043266905291670696,0.0006118796556060752,1,1
501463,136410,285447,191,154969,0.3090331509340651,0.27202351514764767,0.0003808847693952108,0,0
158589,137352,250496,92,195743,1.2342707610820354,0.866082350715682,0.0005801122391071316,1,1
166820,170381,135813,126,117401,0.7037543234964423,1.0213402389387427,0.0007553005916521302,1,1
551414,68422,304853,79,181840,0.3297697741265653,0.12408440104095826,0.00014326777472502562,0,0
477756,106181,428460,39,218423,0.4571843008056397,0.22224896757138043,8.163145699592052e-05,1,0
683742,20976,135886,237,100117,0.14642489941396108,0.03067819341477719,0.00034662146449762556,0,0
104973,164500,350886,259,78771,0.7503858098195744,1.567054699258864,0.0024672776115990626,1,1
901482,103483,143405,73,200144,0.22201638855086564,0.11479195947122686,8.0977677892983e-05,0,0
807849,93691,469454,298,239303,0.2962220709290091,0.1159757380701863,0.0003688803614532401,0,0
285111,91979,295983,77,64889,0.22759126238109936,0.3226065546171329,0.000270069306097253,0,0
531603,-33071,63856,52,150023,0.2822081850399922,-0.06220984040752139,9.781717218079623e-05,1,1
208844,105391,420082,188,213360,1.021618903971845,0.5046374105197634,0.0009001891354832531,1,0
172535,145698,342019,40,152577,0.8843197941299207,0.8444498539435248,0.00023183567487364956,2,1
545965,174890,483302,131,169865,0.31112743284380345,0.320331302681852,0.0002399416813501207,0,0
179466,81493,263738,208,263895,1.470437462040375,0.4540834805284537,0.0011589874461600182,1,1
383037,112739,235625,22,60755,0.15861350570961627,0.29432850004438205,5.743555469692302e-05,1,0
609481,109637,227407,249,275197,0.4515260499899915,0.17988554214890679,0.0004085436485408921,0,0
568839,-5090,143396,250,257097,0.4519671612404191,-0.008948034596723156,0.0004394908937486815,1,1
474630,12951,318814,144,218526,0.4604124045837714,0.027286460429259782,0.00030339358364708585,0,0
748785,4463,352697,88,289236,0.386273247630164,0.00596031442895567,0.0001175235648102395,0,0
986161,-11624,333835,155,238489,0.24183551992471825,-0.011787110028575427,0.00015717498747670262,1,1
323674,-21579,30037,284,91548,0.2828392677840426,-0.06666872634587163,0.0008774233413145902,1,1
170138,177080,333494,185,298292,1.753225304016128,1.0407960549903315,0.0010873462286718507,1,1
366522,94426,285693,272,136434,0.37223857711521513,0.2576263972520142,0.0007421089535990921,0,0
783202,13580,53663,58,232948,0.2974299128067691,0.0173390551364078,7.405487466212464e-05,0,0
566674,-47832,446666,74,64734,0.11423479066484317,-0.08440817046808136,0.0001305863149071337,1,1
424711,174013,427279,283,269140,0.6337000131854056,0.4097199984930965,0.0006663338921433819,1,0
745586,-15646,398228,220,292859,0.3927898420975688,-0.020984807943271542,0.00029506952240315347,1,1
330306,140918,148405,175,125193,0.37902012370310045,0.4266273497079989,0.000529810146318425,0,0
854742,-1134,428943,29,54656,0.063944366903268,-0.0013267145797040748,3.392832699419592e-05,2,1
423283,104958,237284,219,175306,0.4141569253739806,0.2479611797280313,0.0005173831281125675,0,0
667619,191735,342046,55,74618,0.11176717294269195,0.2871918157035439,8.238219346334742e-05,0,0
165435,114094,182674,81,196929,1.1903636451558306,0.6896564230276361,0.0004896153195193307,1,1
220265,-26201,388885,96,225440,1.0234897805380767,-0.11895163120953756,0.00043583667020783963,2,1
877436,109732,54999,142,256966,0.2928597722685503,0.1250596908951868,0.00016183498074505634,0,0
478159,-38068,341375,96,227187,0.47512757236071607,-0.07961351848753555,0.00020076961686464782,1,1
510392,169988,175679,118,150128,0.2941419651131579,0.3330531570769975,0.00023119439334003404,0,0
240039,-34486,451686,270,196037,0.8166847192134644,-0.1436677220463256,0.0011248125312447925,2,1
597757,126640,426585,179,71160,0.11904483085128095,0.21185831055376925,0.00029945228671134473,0,0
763821,154565,72125,200,94725,0.12401449552382623,0.2023573555095297,0.00026184110957788595,0,0
987384,-36799,181849,124,100505,0.10178906910678205,-0.037269150331431,0.00012558424525387765,1,1
565474,-23102,200914,269,206552,0.3652716742561563,-0.04085414916662983,0.0004757062646447677,1,1
231596,19825,494078,81,52405,0.22627667888616865,0.08560128153646204,0.00034974546302413243,0,0
640626,109357,222190,77,177074,0.2764073321917434,0.17070307682941868,0.00012019474670908345,0,0
211861,26809,74649,71,268399,1.2668576715031483,0.12653991749346272,0.0003351238070064476,1,0
456711,-27058,400896,43,69453,0.15207176513864318,-0.05924521361383103,9.415123754138275e-05,2,1
689153,-122,152465,206,284124,0.41227940344248165,-0.00017702864671756966,0.0002989172231460602,1,1
344558,-10902,361816,66,149542,0.43400985027237715,-0.031640444742409866,0.00019154919767006522,1,1
629869,42014,22219,251,201886,0.3205201073237335,0.06670265292838205,0.0003984949275247273,0,0
894948,76992,375479,54,276431,0.3088790534432688,0.0860294832442966,6.033863382159207e-05,0,0
526132,49685,272307,114,294018,0.5588282810620129,0.09443429703135899,0.00021667525131478162,1,0
507647,89597,103814,246,290717,0.5726743727937469,0.17649434253656077,0.00048458774583963693,1,0
474160,30596,479367,104,269007,0.56733261487132,0.06452660594186363,0.00021933478291128963,1,0
638338,-37726,65940,108,98213,0.15385711980624714,-0.05910025864000163,0.00016918909858241467,1,1
164386,153052,90327,239,260332,1.5836532085870538,0.9310468589365339,0.0014538862562124741,1,1
934769,79557,43196,211,59324,0.06346373974346631,0.08510863634904843,0.00022572397488152167,0,0
351373,168287,179490,41,239780,0.6824067802398583,0.47893981911012196,0.00011668478601148634,2,0
299441,129820,341234,118,98686,0.32956632670099717,0.43353971720733897,0.0003940662966450932,0,0
798816,109655,252423,112,104986,0.13142684745066768,0.13727174058639213,0.00014020733159159107,0,0
220515,121729,167662,139,92234,0.41826443432676086,0.552018901122821,0.0006303397485896715,0,0
984194,12173,367405,87,227125,0.23077235710402919,0.012368483887847429,8.839711642509869e-05,0,0
539301,-46085,380389,218,283007,0.5247653448346196,-0.08545304857018887,0.00040422620350007973,2,1
772145,153736,168831,144,89096,0.11538750443568963,0.1991022423220479,0.00018649322796465952,0,0
945634,3439,348761,68,57240,0.06053075446657537,0.003636709724153611,7.190935191696584e-05,0,0
950838,18503,117886,157,202700,0.21318014932075777,0.019459656156299857,0.00016511733321834717,0,0
779042,32092,222263,253,232935,0.2990014671847382,0.04119413177449768,0.0003247574267402441,0,0
832374,84526,29347,34,211603,0.2542159483405917,0.10154798017720379,4.0846974020123144e-05,1,0
216634,59660,63733,255,160279,0.7398573637685508,0.27539409606019344,0.0011770951139012625,1,0
502211,-8329,481781,103,74359,0.14806296942327143,-0.01658462959865555,0.00020509267002779703,1,1
988575,1315,214543,275,138944,0.1405496390768135,0.0013301961609426083,0.0002781779043796329,0,0
919669,155068,384072,197,200947,0.21849902682483935,0.16861265453912816,0.00021420726999902138,0,0
500281,51542,264977,151,184043,0.3678785165166846,0.10302589339612458,0.00030182976801084187,0,0
273797,46942,347956,299,236273,0.8629464057443809,0.17144756353223908,0.0010920459608908758,1,0
968004,143361,176492,180,248403,0.25661334393933916,0.14809944163511551,0.00018594945274043006,0,0
277631,83103,456349,127,167084,0.601818234209313,0.29932788727524207,0.0004574400645458737,1,0
810577,34219,199238,239,156387,0.1929326974085159,0.04221555482630913,0.0002948513283114025,0,0
896271,2604,112423,78,90206,0.10064578610064802,0.0029053680132816824,8.702715247157113e-05,0,0
325143,123617,276844,273,54809,0.16856838816032282,0.3801915458996629,0.0008396279802179958,0,0
129742,-26555,146300,205,230239,1.7745774338499958,-0.20467385523689138,0.0015800467077221893,2,1
542047,83659,292456,184,170504,0.31455516854595905,0.15433873014935948,0.00033945333254619515,0,0
706419,26233,408980,183,84685,0.1198791087455055,0.03713513207440333,0.0002590526882024858,0,0
261294,153138,468640,267,204418,0.7823264892171683,0.5860732122696569,0.0010218335597696091,1,0
179443,142235,213981,68,239159,1.3327779140010254,0.7926428300751209,0.0003789483069927108,1,1
452025,136947,132533,142,188275,0.4165136518695827,0.3029626614398287,0.0003141412219651082,0,0
147072,186242,78225,35,239669,1.6295921073208544,1.2663235264120538,0.00023797705901151128,2,1
840408,37319,244413,157,291853,0.34727495778841017,0.044405759576587114,0.00018681380137528276,0,0
968723,46469,23109,185,68051,0.07024807891618252,0.047969287433778866,0.0001909728674008283,0,0
139333,146400,82801,153,247214,1.774254668637949,1.0507126760159042,0.0010980808704264572,1,1
305857,27043,489463,119,152706,0.49927090349116254,0.08841684703359075,0.00038906943745136633,0,0
119179,30513,125251,281,173748,1.4578620573921799,0.25602450075516026,0.0023577781506964254,1,1
236997,53126,422616,122,233076,0.9834513371420855,0.2241622292171242,0.0005147722765592959,1,0
512496,107615,373362,184,281948,0.5501456593892257,0.2099817169661481,0.0003590264918623914,1,0
877477,12551,283847,211,164871,0.1878918901670469,0.014303492509213906,0.00024046186912948244,0,0
896621,80712,87721,182,177978,0.1984983638590175,0.09001786706103575,0.0002029840891702412,0,0
287642,108688,389616,153,70902,0.24649304867491995,0.37785727446869904,0.0005319093459600964,0,0
116426,124387,263927,206,236169,2.0284727769331856,1.0683690209315708,0.0017693490341587432,1,1
577095,44930,137696,187,133773,0.23180372069811608,0.07785533082883957,0.0003240362088803249,0,0
520174,-3128,51055,176,109548,0.21059835632239152,-0.006013360888162638,0.0003383476714567213,1,1
565378,147936,425182,76,117906,0.20854329573613453,0.2616581089853001,0.0001344231037940921,0,0
729993,79087,249886,131,297491,0.4075252673309644,0.10833924662394485,0.0001794535297550391,0,0
285785,61308,377922,39,262506,0.9185404463479666,0.21452415443723624,0.00013646574709747853,2,0
310293,-31368,384763,248,217016,0.6993883220429657,-0.10109122316254907,0.0007992420091912831,2,1
314032,142541,346591,166,189582,0.603700884938844,0.45390452595746306,0.0005286068661573784,1,0
575716,164662,65644,162,198568,0.34490556992411203,0.2860120510598089,0.0002813882515194097,0,0
225004,84783,182366,155,204834,0.9103531032643719,0.37680495988978024,0.000688873580587098,1,0
344204,140572,79235,294,114968,0.33401025551633473,0.40839615926555395,0.0008541421536584303,0,0
523274,111485,105644,288,199153,0.38058955616071855,0.2130524103005112,0.0005503798194066218,0,0
555573,174574,223786,210,70654,0.12717297785713513,0.3142227678041089,0.00037798745081663287,0,0
352361,16777,138747,149,164527,0.46692605899614603,0.0476129662108854,0.0004228605808798906,0,0
598667,178452,472290,221,223295,0.37298636305932503,0.29808174146605465,0.0003691528526662524,0,0
404332,100458,454936,280,235050,0.5813277669643586,0.24845362609532243,0.0006924985098915993,1,0
978833,44832,444204,231,83454,0.08525858317140599,0.04580143313370807,0.00023599507168733412,0,0
819791,21090,393336,80,197308,0.24068056287448525,0.025726037824228585,9.758572906298183e-05,0,0
